"N_cells"	"ID"	"ParentID"	"Birth_time"	"type"	"mut_den"	"driver_genes"	"passenger_genes"	"PointMut_ID"	"CNA_ID"	"order"
"4"	"5289"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9629"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5290"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9631"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"2"	"5291"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9633"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5293"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9637"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5295"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9639"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"2"	"5296"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9641"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"2"	"5297"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9643"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"4"	"5299"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9647"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5300"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9649"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"2"	"5301"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9651"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"2"	"5302"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9653"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5303"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9655"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"2"	"5305"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9657"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"4"	"5306"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9659"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> TP53"
"4"	"5307"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9661"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5308"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9663"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5309"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9665"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5311"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9669"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5312"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9671"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"4"	"5315"	"1197"	"84"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189"	"636"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"4"	"5316"	"1197"	"84"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189"	"637"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"4"	"5318"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9679"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"4"	"5319"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9681"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5320"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9683"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5322"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9687"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"2"	"5323"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9689"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"2"	"5324"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9691"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"2"	"5325"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9693"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"2"	"5326"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9695"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5327"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9697"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5328"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9699, 9701"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC -> KRAS"
"2"	"5329"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9703"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"4"	"5332"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9707"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"3"	"5334"	"1197"	"84"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189, 9711"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"4"	"5335"	"1197"	"84"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189"	"639"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"4"	"5336"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9713"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5337"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9715"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"3"	"5339"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9717"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"2"	"5341"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9721"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5342"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9723"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> TP53"
"4"	"5343"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9725"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"4"	"5344"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9727"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"2"	"5345"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189"	"641"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"3"	"5346"	"1197"	"84"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 9729, 455, 1747, 2189"	"642"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"4"	"5347"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9731"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"4"	"5348"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9733"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5349"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9735"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5350"	"1197"	"84"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189, 9737"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"2"	"5352"	"1197"	"84"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189, 9741"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"4"	"5353"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9743"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"4"	"5354"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9745"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"3"	"5355"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9747"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5356"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 1 0"	"213, 239, 455, 1747, 2189, 9749"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"4"	"5357"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 1"	"213, 239, 455, 1747, 2189, 9751"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"2"	"5358"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9753"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5359"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 1"	"213, 239, 455, 1747, 2189"	"643"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"4"	"5361"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9757"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5362"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9759"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"2"	"5364"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9763"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"2"	"5366"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9767"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5367"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189"	"644"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"4"	"5370"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189"	"646"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"2"	"5371"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9773"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"4"	"5372"	"1197"	"84"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189"	"647"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"4"	"5373"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9775"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"2"	"5374"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9777"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"2"	"5376"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9781"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5381"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9791"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"2"	"5382"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9793"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"4"	"5384"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9797"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5387"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9801"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"4"	"5388"	"1197"	"84"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189"	"649"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"4"	"5389"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9803"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"3"	"5390"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9805"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5394"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189"	"650"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"4"	"5395"	"1197"	"84"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189, 9813"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"3"	"5396"	"1197"	"84"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189, 9815"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"4"	"5397"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9817"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"2"	"5398"	"1197"	"84"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189, 9819"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"4"	"5400"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9823"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"3"	"5401"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9825"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5404"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9829"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5405"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9831"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5406"	"1197"	"84"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189"	"652"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"4"	"5408"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9835"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"2"	"5409"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9837"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"3"	"5410"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9839"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> TP53"
"4"	"5411"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9841"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"4"	"5412"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9843"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5414"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9847"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"4"	"5415"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9849"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"2"	"5416"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9851"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"2"	"5417"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9853"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5418"	"1197"	"84"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189, 9855"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"4"	"5419"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9857"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5420"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9859"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5422"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9863"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5423"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9865"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5425"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9869"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"2"	"5426"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9871"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5428"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9875"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5429"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9877"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5430"	"1197"	"84"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189, 9879"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"4"	"5433"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9885"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> KRAS"
"4"	"5436"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9889"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5437"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9891"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"5438"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9893"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5439"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9895"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5440"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9897"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"2"	"5441"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9899"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"2"	"5442"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9901"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> TP53"
"4"	"5443"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9903"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"4"	"5444"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9905"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5445"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9907"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"4"	"5447"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9911"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5449"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9915"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"4"	"5451"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189"	"654"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5452"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 1"	"213, 239, 455, 1747, 2189"	"655"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"4"	"5453"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9919"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5454"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9921"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"2"	"5455"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189"	"656"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> KRAS"
"3"	"5457"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9925"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5459"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9927"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"5461"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9931"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> TP53"
"4"	"5462"	"1197"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9933"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"2"	"5464"	"1582"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 607, 2881, 9937"	"0"	"PIK3CA -> APC -> TP53 -> KRAS -> APC"
"4"	"5465"	"1582"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 607, 2881, 9939"	"0"	"PIK3CA -> APC -> TP53 -> KRAS -> TP53"
"4"	"5466"	"1582"	"84"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 607, 2881, 9941"	"0"	"PIK3CA -> APC -> TP53 -> KRAS"
"4"	"5467"	"1582"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 607, 2881, 9943"	"0"	"PIK3CA -> APC -> TP53 -> KRAS -> APC"
"4"	"5468"	"1582"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 607, 2881, 9945"	"0"	"PIK3CA -> APC -> TP53 -> KRAS -> APC"
"2"	"5469"	"1582"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 607, 2881, 9947"	"0"	"PIK3CA -> APC -> TP53 -> KRAS -> PIK3CA"
"2"	"5470"	"1582"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 607, 2881, 9949"	"0"	"PIK3CA -> APC -> TP53 -> KRAS -> PIK3CA"
"2"	"5471"	"1582"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 607, 2881, 9951"	"0"	"PIK3CA -> APC -> TP53 -> KRAS -> KRAS"
"4"	"5472"	"1582"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 607, 2881, 9953"	"0"	"PIK3CA -> APC -> TP53 -> KRAS -> PIK3CA"
"4"	"5473"	"1582"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 607, 2881, 9955"	"0"	"PIK3CA -> APC -> TP53 -> KRAS -> PIK3CA"
"2"	"5474"	"1582"	"84"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 607, 2881"	"658"	"PIK3CA -> APC -> TP53 -> KRAS"
"4"	"5475"	"1582"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 607, 2881, 9957"	"0"	"PIK3CA -> APC -> TP53 -> KRAS -> APC"
"2"	"5476"	"1582"	"84"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 607, 2881, 9959"	"0"	"PIK3CA -> APC -> TP53 -> KRAS -> APC"
